IDENT	LATITUDE	LONGITUDE
UNELO	52,959166667	19,491944444
NEVAP	50,786944444	22,566111111
ADVEX	50,348333333	17,869722222
ARKUG	53,506666667	16,838333333
ASBIM	53,156666667	21,738888889
ASGUL	53,638611111	16,947222222
ASVEM	51,482222222	21,227222222
ATKEK	49,921666667	21,683888889
BAVNU	53,107777778	20,463333333
ELGEL	52,439508	20,880918
OTMUL	51,930756	21,018609
LUGEL	52,206798333	20,491146444
LUXIB	52,36028	20,641607
NEDNA	52,174972	21,112667
PIBAR	52,233952806	20,392420556
RILSU	52,257399	20,732663
SOSIN	52,123284083	20,792186861
SUBEG	52,380922	20,932514
SUPID	52,223328	21,744508
REMDI	52,299137305	20,817004528
AGESI	52,331392778	20,701618778
TABET	52,358616305	20,60243475
TUSIN	49,847494444	18,572836111
ABAPA	52,010007	21,194449
ADINI	52,009241	21,256274
BASEK	52,179495833	20,589989889
BATNA	54,916666667	30,836111111
OMAVA	51,383888889	21,688055556
ODRUX	51,698888889	21,363333333
ROMEG	51,5475	21,538055556
KURAV	51,315833333	20,746666667
GODOS	53,249041667	3,429663889
HOZ	51,7667175	13,198955
