IDENT	LATITUDE	LONGITUDE
EPBCZ	52,290386111	21,010869444
EPLLH	51,637777778	19,271388889
EPLLL	51,809444444	19,286111111
EPNCA	52,643058333	20,94165
EPNCB	52,533038889	21,081505556
EPNCC	52,488491667	20,923597222
PO902	52,560654917	17,03073625
PO901	52,387942361	16,996701222
PO651	53,067109833	16,848458389
PO641	52,342296861	16,18738075
PO661	52,0105295	16,503714194
PO603	52,501275611	16,40670125
PO633	52,074874889	17,555906389
PO631	52,265612278	16,591556806
EPPOC	52,511388889	16,740277778
EPPOT	52,453055556	16,98
EPPOW	52,375833333	16,62
EPIRS	52,731944444	18,269722222
EPMOY	52,58	20,773611111
EPKSE	52,211388889	17,285833333
EPKSK	52,331388889	17,171111111
WA409	52,22739	20,746486083
WA529	52,035211333	21,080849028
EPKKM	50,35	20,033333333
EPKKU	49,791944444	19,778055556
EPRZB	49,983888889	21,944444444
EPRZM	50,249166667	22,121944444
EPRZN	50,166666667	22,033333333
EPSCS	53,567777778	14,846944444
EPSCI	53,540555556	14,787222222
EPWRK	51,048333333	16,613333333
EPBCD	52,343333333	21,227777778
EPBCJ	52,377777778	20,916666667
EPBCF	52,260833333	20,735555556
EPCEI	54,496944444	17,494444444
EPCEH	54,504722222	17,639722222
EPCEG	54,552777778	17,836388889
EPCEL	54,470555556	18,034722222
EPCEK	54,350277778	17,903333333
EPCEJ	54,354722222	17,575555556
EPDEY	51,639722222	21,983611111
EPDES	51,523611111	21,866111111
EPPRK	54,321944444	18,776111111
EPPRE	54,251666667	18,981111111
EPPRW	54,235277778	18,476388889
EPPRP	54,118888889	18,767222222
EPPRR	54,148333333	18,904722222
EPPRS	54,185	18,6825
EPMIN	53,4125	16,099444444
EPMIS	53,368055556	16,081111111
EPMIW	53,276944444	16,463333333
EPDEB	51,5675	22,131111111
EPDED	51,548611111	21,692222222
EPDEP	51,411111111	21,928333333
ZG423	52,213611111	16,057638889
EPMLD	50,176666667	20,995833333
EPMLR	50,195833333	21,276944444
EPMLS	50,263333333	21,459166667
EPMLA	50,276111111	21,605555556
EPMLJ	50,382777778	21,458888889
EPMLP	50,4275	21,330555556
EPMLO	50,434722222	21,06
EPBCP	52,304722222	21,083888889
EPDAL	54,306666667	16,196666667
EPDEW	51,589166667	21,541111111
EPDEK	51,412222222	22,053333333
EPLKG	51,564444444	19,519166667
EPMBN	54,063888889	19,116666667
EPMBJ	54,1225	19,295833333
EPMBL	54,061111111	19,472222222
EPMBD	53,913888889	19,35
EPMIZ	53,525555556	16,005833333
EPMMG	52,269444444	21,912222222
EPOKD	54,531111111	18,375833333
ZG513	52,2494385	15,926952639
ZG512	52,262917139	15,703745361
ZG502	52,124426056	15,813393889
ZG501	52,1741505	15,984674389
ZG464	52,17844025	15,9361625
ZG463	52,112282306	15,708699778
ZG462	52,085102278	15,615967722
ZG461	52,161711972	15,556573389
ZG426	52,096453778	15,654652306
ZG424	52,178160417	15,934967
ZG422	52,290440361	15,998834194
ZG421	52,21617275	15,742672139
PO721	52,040784639	16,743514639
LB621	50,97325	22,573416667
ZG521	52,173450639	15,938402139
ZG562	52,115975361	15,727305444
ZG561	52,095027389	15,665864944
EPPRN	54,265833333	18,742222222
EPPWB	52,436111111	18,082777778
EPPWK	52,528888889	17,753333333
EPPWM	52,228888889	18,060277778
EPPWN	52,457777778	17,891111111
EPPWS	52,310833333	17,816666667
EPTME	51,527222222	20,226388889
EPSNY	53,943611111	15,619444444
REDLO	53,772777778	15,969444444
EPMOI	52,474444444	20,648611111
EPMOS	52,605833333	20,399444444
PO928	52,718210306	15,913019528
PO821	52,307535611	16,916361694
PO806	52,147144028	16,663355806
PO804	52,337664806	16,760983889
PO803	52,367587806	16,605404778
PO802	52,397307139	16,449609639
PO852	52,509598917	16,030703
PO851	52,503887472	16,140128889
PO843	53,056219583	16,872708083
PO842	52,674275167	16,608543361
PO841	52,572100917	16,538712722
PO833	52,725840528	15,900150194
PO832	52,621095972	16,159857694
PO831	52,580901444	16,258815444
PO801	52,484712889	16,494074806
PO712	52,368936167	16,470746472
PO699	52,406611389	16,900769306
PO612	52,235552444	17,162442722
PO611	52,34447425	17,219595111
EPLLR	51,638888889	19,498611111
EPLLY	51,748611111	19,35
EPSNN	53,885833333	16,011944444
EPSNP	53,765833333	15,819444444
EPMID	53,274166667	16,1225
EPPID	53,22	16,786944444
EPPIK	53,128055556	16,648888889
EPCDK	51,028611111	23,220833333
EPCDR	51,121388889	23,229166667
EPCDZ	51,018611111	23,370833333
EPDEL	51,739722222	21,674722222
EPNCY	52,58	20,773611111
EPKPT	50,11185	20,235633333
EPKPN	50,120408333	20,378936111
EPKPZ	50,053175	20,329375
EPKPP	50,021261111	20,151933333
EPWSD	51,18	17,192611111
EPWST	51,301611111	17,062722222
PO602	52,460689806	16,62010075
PO601	52,450732333	16,672091
PO632	52,210330056	16,875848944
PO702	52,369048806	17,093339917
PO701	52,379190139	17,041538111
PO743	52,779143528	16,367574139
PO742	52,738113528	16,919155639
PO741	52,651425	16,976812833
PO732	52,074573111	17,555916667
PO731	52,155692	17,156031083
PO707	52,271488889	16,556388861
PO706	52,201729167	16,917173861
PO704	52,312268361	17,380830111
PO703	52,337895389	17,251604472
EPSTP	50,579444444	22,119166667
EPSTG	50,5675	21,8775
EPSTM	50,665555556	21,867222222
EPSTL	50,698333333	22,083055556
EPDEZ	51,363055556	22,294166667
EPKAK	50,908552778	20,579836111
EPKAZ	50,974697222	20,660797222
EPKAT	50,841522222	20,641944444
EPKAD	50,801833333	20,806027778
EPKAW	50,845458333	20,857294444
EPGIE	53,438027778	18,944277778
EPGIG	53,610861111	18,946583333
EPGIM	53,483944444	18,739833333
EPGIR	53,523444444	18,955611111
EPWAN	52,217513889	21,097272222
EPPRJ	54,148055556	18,548888889
EPTMB	51,529527778	20,429194444
EPTMD	51,444861111	20,460305556
EPTMG	51,697222222	19,888611111
EPTMH	51,712277778	20,036638889
EPTMI	51,650361111	19,801833333
EPTMM	51,676833333	20,2195
EPTMU	51,400055556	20,185888889
EPTMZ	51,598472222	20,298277778
EPMIH	53,328888889	16,040833333
EPMII	53,366944444	16,338888889
EPMIO	53,441944444	16,166666667
EPMIP	53,340277778	16,245
EPMIV	53,443055556	16,2675
EPBYO	53,139722222	17,591666667
EPIRJ	52,856	18,199
EPIRN	52,894166667	18,316111111
EPLYN	52,052925	19,168586111
EPMMO	52,123888889	22,022222222
EPOKO	54,480277778	18,564166667
EPOKR	54,634722222	18,513888889
EPOKC	54,553333333	18,480833333
EPWAO	52,197544444	21,051686111
EPIRW	52,814166667	18,471666667
EPMOJ	52,377777778	20,916666667
EPMIX	53,492222222	15,860555556
EPRZG	49,983888889	22,401388889
EPBYN	53,176111111	18,056388889
EPBYS	53,0525	17,996111111
EPGDN	54,411666667	18,485
EPGDS	54,345	18,435
EPKTN	50,497222222	19,079166667
EPKTX	50,453888889	19,081388889
EPKTJ	50,671666667	19,205
EPKKI	50,15	19,633333333
EPKKS	49,983333333	19,816666667
EPKKR	49,910833333	19,412777778
EPBC2	52,259261111	20,657161111
EPWAL	52,333333333	20,883333333
EPWAE	52,181666667	20,986111111
EPWAA	52,0632	20,743219444
EPPBA	52,576111111	17,009444444
EPPBB	52,521388889	17,136111111
EPPBL	52,6325	17,428611111
EPPBP	52,479166667	17,277222222
EPWRR	51,155555556	16,958888889
EPWSR	51,155555556	16,958888889
AEPUL	51,615094444	22,087047222
AEPFP	52,479722222	17,768333333
EPWAB	52,184288889	20,613872222
EPWAT	51,970686111	20,833544444
EPWAZ	52,290386111	21,010869444
EPWAG	51,990702778	21,234702778
EPWAK	52,091291667	21,237377778
EPWAM	52,222725	21,249866667
EPKKO	50,2	19,883333333
EPRZY	50,065833333	21,927222222
EPRZW	50,064444444	21,731111111
EPWRZ	51,25	16,841666667
EPWSZ	51,25	16,841666667
EPDEG	51,481388889	21,911388889
EPDEN	51,586666667	21,938888889
EPCES	54,325277778	17,790555556
SC422	53,555361111	14,506055556
AEPBD	52,674916667	15,361666667
EPKSR	52,329444444	17,050833333
AEPAU	52,371388889	16,584722222
EPPLN	52,606347222	19,796055556
AEPBR	51,055541667	16,012636111
AEPLD	51,589633333	19,254338889
AEPGU	52,693361111	15,216444444
EPBKL	53,03	23,123611111
EPBKP	53,138888889	23,058333333
EPBKK	53,081944444	23,101666667
EPBKD	53,109722222	23,235833333
EPBKR	53,052222222	23,335555556
EPBKO	53,185277778	23,262222222
EPMRZ	50,977875	16,790761111
EPPGE	52,292777778	16,25
EPPGG	52,238333333	16,341111111
EPPGI	52,304166667	16,131388889
EPPGJ	52,205277778	16,206944444
EPPGN	52,265833333	16,26
EPPGR	52,138611111	16,265555556
EPPGS	52,2125	16,244166667
EPSUS	53,935780556	22,978688889
EPKSZ	52,166666667	17,166666667
EPWSO	51,298305556	16,909333333
EPPBO	52,673888889	17,152777778
EPTMJ	51,522222222	20,062777778
EPPLW	52,570775	19,611622222
EPPLE	52,505838889	19,836533333
EPWAD	52,343333333	21,227777778
EPWAF	52,260833333	20,735555556
EPWAJ	52,377777778	20,916666667
EPWAP	52,304722222	21,083888889
EPPWO	52,3475	17,835555556
EPKTI	50,15	19,633333333
AEPNC	52,573888889	20,871666667
AEPKC	50,084138889	19,991111111
AEPST	50,626388889	21,998888889
AEPAW	52,080563889	20,853388889
AEPPG	52,235091667	16,240975
AEPNB	52,065444444	20,030777778
AEPJD	50,612888889	19,297288889
EPDEM	51,523611111	22,315833333
AEPNI	50,372952778	19,420444444
AEPBX	52,006972222	23,085777778
SC522	53,471611111	15,120805556
SC521	53,526194444	15,015527778
SC531	53,644333333	14,786361111
SC412	53,69525	14,686444444
SC411	53,640972222	14,792638889
SC421	53,541083333	14,987333333
SC414	53,577916667	14,701388889
SC413	53,632083333	14,595222222
SC524	53,463361111	14,924111111
SC523	53,408833333	15,029333333
SC611	53,511944444	15,043083333
AEPGH	54,0349	21,799805556
AEPSS	50,817222222	16,582222222
SC612	53,57475	15,134694444
SC613	53,712666667	15,167861111
SC614	53,439972222	14,938527778
SC721	53,6465	14,782055556
SC722	53,574277778	14,677611111
SC723	53,439944444	14,9385
SC724	53,773916667	14,962444444
SC526	53,381527778	15,081861111
SC527	53,358611111	14,933861111
SC528	53,506916667	15,265111111
SC529	53,767722222	14,759833333
SC533	53,378638889	15,336722222
SC532	53,553305556	15,309055556
SC416	53,659166667	14,542055556
SC417	53,785444444	14,724722222
SC418	53,607527778	15,071416667
SC419	53,825805556	14,798027778
RZ633	50,281138889	22,069722222
RZ632	50,195111111	21,868694444
RZ601	50,111861111	21,866416667
RZ523	49,9385	21,675055556
RZ522	50,024722222	22,160666667
RZ513	50,24025	21,705722222
RZ512	50,191194444	22,1665
RZ501	50,107944444	22,163583333
RZ372	50,154916667	22,014277778
RZ374	50,112472222	21,815472222
RZ773	50,107555556	22,19075
RZ733	50,022166667	22,322
AEPSU	54,074083333	22,893611111
AEPMW	49,886111111	19,508055556
AEPDJ	52,362055556	21,266194444
AEPJE	53,908333333	22,234166667
AEPBS	50,838055556	16,515277778
AEPDZ	50,746388889	16,625555556
AEPDL	51,997666667	20,502583333
AEPHC	52,433611111	17,035277778
EPIRM	52,677222222	18,0075
EPIRP	52,833888889	18,653611111
EPIRR	52,631388889	18,535
EPIRZ	52,903333333	18,141111111
EPPWC	52,432222222	17,496944444
PO713	52,330033028	17,291341694
PO486	52,487513472	16,57947475
PO484	52,405966806	16,892829222
PO483	52,368584194	17,035038167
EPSUW	54,093352778	22,650675
EPSUN	54,169983333	22,931113889
EPSKL	54,425	17,007222222
EPSKK	54,368611111	17,023055556
EPSKD	54,375	17,151111111
EPWKE	52,533219444	19,137133333
EPWKN	52,657077778	19,1339
AEPSX	51,457666667	20,679805556
AEPCZ	50,306355556	19,1101
AEPBW	49,723055556	22,025277778
RZ533	50,266722222	22,376
RZ426	50,111888889	21,842027778
RZ421	50,113277778	21,693138889
RZ771	50,104861111	22,365194444
RZ392	50,108611111	22,134027778
RZ394	50,106444444	22,299194444
RZ436	50,112166667	21,842027778
RZ431	50,113611111	21,712583333
RZ751	50,230944444	22,479416667
RZ749	50,356388889	22,499361111
AEPMK	54,059472222	19,006222222
RZ739	49,976944444	22,941055556
RZ706	50,191111111	22,167111111
RZ492	50,030888889	21,710333333
RZ469	50,034472222	21,495083333
RZ468	50,281888889	21,257888889
RZ438	50,419888889	22,327027778
RZ413	50,114166667	21,585194444
RZ412	50,202111111	21,468222222
RZ411	50,304916667	21,336666667
RZ406	50,192777778	22,03275
RZ642	50,028638889	21,864138889
KT529	50,473388889	19,643138889
KT531	50,648138889	19,384861111
KT532	50,648944444	19,254194444
KT533	50,562388889	19,252777778
MO842	52,513361111	21,334694444
WA884	51,974472222	21,620111111
WA821	51,48175	20,799555556
KK832	50,581305556	19,924611111
KK833	50,835472222	19,916694444
KT534	50,561583333	19,383444444
KT542	50,560777778	19,514111111
KT764	50,466138889	18,767444444
KT586	50,461861111	19,389111111
KK556	50,189027778	19,935972222
EPBYL	52,951666667	17,920277778
EPBYP	53,156944444	17,888611111
EPBYR	53,153333333	18,001944444
KT783	50,386222222	19,354027778
KK834	50,307083333	19,161166667
KK838	49,860972222	20,028833333
EPWKW	52,603802778	18,886852778
EPWKS	52,474833333	18,884761111
WA441	52,133583333	21,066666667
PO482	52,335593583	17,159803667
PO481	52,30247125	17,28438325
PO414	52,375550361	17,147581333
PO413	52,445657444	16,66978075
PO412	52,464731306	16,537189167
PO411	52,483656361	16,404483333
PO711	52,47810025	16,529283806
EPRGA	50,08775	18,586888889
EPRGB	50,081805556	18,663277778
EPRGC	50,052805556	18,64525
EPSDA	53,400166667	14,57685
EPSDB	53,405847222	14,665266667
EPSDC	53,390397222	14,695291667
EPSDD	53,374413889	14,596808333
EPSDP	53,372527778	14,863597222
EPMRA	50,894438889	16,772719444
EPMRE	50,929797222	16,902947222
EPMRW	50,95495	16,617077778
EPKSM	52,233333333	16,833333333
KY15	52,4432625	16,581097222
KY10	52,40832	16,704644444
KY22	52,491964167	16,407804167
KS22	52,1542825	17,508915
KS15	52,2094	17,341931389
KS10	52,248624444	17,222404722
MO827	52,630888889	20,773027778
MO828	52,645055556	20,927138889
MO824	52,439333333	20,526027778
MO826	52,606333333	20,511
MO829	52,682972222	20,491333333
MO696	51,914722222	21,637222222
KT766	50,657222222	18,905194444
KT767	50,562861111	18,905555556
KT768	50,562722222	18,774861111
KT769	50,562611111	18,644166667
KT778	50,562472222	18,5135
KT779	50,475888889	18,513833333
KT784	50,388194444	19,128861111
KT786	50,389861111	18,90525
KT787	50,38975	18,775055556
KT788	50,389611111	18,644666667
KT502	50,715083333	19,819972222
KT503	50,646388889	19,646472222
KT504	50,647333333	19,515555556
KT506	50,747388889	18,824055556
KT507	50,54875	18,697166667
KT508	50,559916667	18,9325
KT509	50,563166667	19,122083333
KT514	50,285277778	20,182277778
KT516	50,298361111	19,961388889
KT517	50,30025	19,640305556
KT518	50,301055556	19,509861111
KT519	50,301638889	19,379666667
KT521	50,389333333	19,115694444
KT522	50,388944444	19,245916667
KT523	50,388222222	19,381083333
KT524	50,387638889	19,511277778
KT526	50,386833333	19,641722222
KK841	49,745111111	19,565472222
KK843	49,691444444	20,2665
KK844	49,600083333	20,393611111
KK631	50,555166667	19,81675
KK607	50,077361111	19,141694444
KK627	49,868805556	19,194972222
KK628	49,724472222	19,518333333
KK632	50,216972222	18,726888889
KK566	49,890166667	19,280194444
KK567	49,783861111	19,719361111
KK568	50,007055556	19,889277778
KK571	50,16825	19,7865
KK572	50,223416667	19,546194444
KK573	50,138888889	19,575333333
KK574	50,120805556	19,448916667
KK576	50,10275	19,322527778
KK577	50,084694444	19,196194444
KK578	49,998527778	19,225777778
KK579	49,966527778	19,633361111
KK581	49,917944444	18,792083333
KK582	49,844222222	19,410944444
KK583	49,862277778	19,536861111
KK584	49,880361111	19,662888889
KK586	49,948472222	19,507388889
KK587	49,930388889	19,381472222
KK552	50,154583333	19,682333333
KK539	49,954833333	18,805833333
KK541	49,851916667	20,041138889
KK542	49,956555556	19,769472222
KT536	50,475472222	19,259638889
KT771	50,470972222	18,897666667
KT571	50,468722222	19,259111111
KT736	50,476277778	18,897333333
KT417	50,473861111	19,575055556
KK543	50,016333333	19,993027778
KK544	50,033583333	20,119444444
KK547	50,050777778	20,246166667
KK553	50,171805556	19,809138889
KK554	50,275388889	19,907583333
KK557	50,189027778	19,935972222
KK558	50,206277778	20,062833333
KK559	50,223472222	20,189555556
KK561	50,240583333	20,316333333
KK562	50,15425	20,344694444
KK362	50,103666667	19,972166667
KK387	50,044333333	19,467416667
KK388	50,057305556	19,595138889
KK384	50,134277778	20,0935
KK392	50,110888889	19,969222222
KK396	50,020361111	19,495638889
KK591	50,051388889	19,59675
KK548	50,032777778	19,465444444
KK549	50,178	19,343
KT654	50,720638889	19,0405
KT674	50,078027778	19,459166667
KT672	50,339	18,476861111
KT742	50,17375	18,59975
KT751	50,303277778	18,905583333
KT753	50,150444444	19,658805556
KT761	50,383805556	19,579194444
KT741	50,656166667	18,5595
AEPDS	50,796083333	16,115361111
AEPGS	51,875486111	20,937738889
KT763	50,562416667	19,132055556
AEPLI	54,008055556	18,5
AEPCT	51,64905	18,562333333
AEPBH	53,21025	18,101652778
EPSSZ	50,873055556	16,613055556
EPSSL	50,756944444	16,539722222
EPSSK	50,811666667	16,641388889
EPSSJ	50,8175	16,497222222
AEPZT	49,96	19,403611111
AEPCM	52,165	16,764166667
AEPRD	54,133722222	21,598611111
AEPZI	53,188611111	18,961388889
EPBAA	49,848333333	19,030277778
EPBAB	49,805277778	18,891388889
EPBAC	49,785833333	19,067777778
EPCDN	51,167777778	23,35
EPKTG	50,403611111	19,055
EPKTT	50,353888889	18,866388889
EPKTH	50,318055556	19,237222222
EPKKB	50,264722222	19,434722222
EPKTB	50,264722222	19,434722222
EPKKH	50,318055556	19,237222222
EPKMS	50,1325	19,025
EPKMB	50,264722222	19,434722222
EPKMM	50,178888889	18,906944444
EPKMG	50,403611111	19,055
EPKMH	50,318055556	19,237222222
EPKMP	50,394722222	18,629166667
EPKMT	50,353888889	18,866388889
EPGLB	50,264722222	19,434722222
EPGLG	50,403611111	19,055
EPGLH	50,318055556	19,237222222
EPGLM	50,178888889	18,906944444
EPGLP	50,394722222	18,629166667
EPGLS	50,1325	19,025
EPGLT	50,353888889	18,866388889
EPCDM	51,146111111	23,438055556
