49,196775639	19,833898833
49,197433139	19,833293278
49,197896111	19,832518694
49,198456167	19,832312139
49,199639056	19,831165111
49,200311083	19,831105333
49,200708167	19,830805528
49,201123	19,829921278
49,201689694	19,829460139
49,201742167	19,827692722
49,201315528	19,826632972
49,201531722	19,824916444
49,201271833	19,824097611
49,201437194	19,822658861
49,200808833	19,821372194
49,199527194	19,819833083
49,19985775	19,819130444
49,20245725	19,815710972
49,203502333	19,813646861
49,204292694	19,810657444
49,205650722	19,807520667
49,205026528	19,805748833
49,204617139	19,803738083
49,201977778	19,800386833
49,201619778	19,799265361
49,200346889	19,797246639
49,199376833	19,795904833
49,198749722	19,795190722
49,198364167	19,795031583
49,199240417	19,78999275
49,199089583	19,787067361
49,19947925	19,786466778
49,199285583	19,784253806
49,199842944	19,782434361
49,200354889	19,781576083
49,203122722	19,780072278
49,204953639	19,778587722
49,205093	19,775916611
49,205285444	19,775543028
49,205221028	19,773902944
49,205669306	19,772878417
49,2057565	19,770846278
49,206108528	19,768605278
49,205960778	19,76750725
49,20716775	19,764592556
49,207578667	19,763105556
49,208557417	19,762806278
49,21002725	19,760677389
49,211301611	19,759820583
49,21599125	19,758411
49,217932722	19,760961167
49,218955333	19,762727861
49,22037175	19,764640528
49,221957	19,765991944
49,222610444	19,766943306
49,223724194	19,767385306
49,225083222	19,767145806
49,227201944	19,76766825
49,228074139	19,768263528
49,230705583	19,769186556
49,231431806	19,768200639
49,234561444	19,766329389
49,236594222	19,766769778
49,236461056	19,769463861
49,238064361	19,771396611
49,239146	19,773434611
49,242019639	19,776092528
49,24539975	19,778433417
49,245857278	19,781532333
49,24639475	19,782724972
49,246469556	19,783840917
49,246333306	19,784356361
49,246662222	19,785023722
49,250228306	19,786805944
49,252036694	19,788171722
49,253580722	19,788733139
49,253907028	19,789570889
49,255258806	19,790498806
49,256822028	19,790342056
49,258420972	19,789117583
49,358135722	20,324038222
49,355865056	20,323060333
49,355745889	20,323381167
49,355061333	20,323436556
49,353038611	20,322881583
49,353017333	20,323080528
49,352610972	20,323034583
49,352197	20,323720083
49,3510785	20,323102333
49,349517778	20,321436861
49,348326667	20,321025083
49,346965667	20,31955775
49,346518167	20,318650333
49,345499972	20,317191056
49,344720306	20,316856556
49,344526222	20,316488083
49,344615556	20,31619025
49,344307361	20,315901972
49,343504444	20,314177139
49,343291194	20,312861556
49,34331825	20,311307833
49,343704389	20,311046444
49,343936639	20,308434722
49,346717222	20,303915972
49,347211639	20,302735056
49,348374833	20,301505083
49,348815722	20,30031225
49,348879722	20,298546806
49,349199944	20,297936917
49,349345611	20,297158111
49,34945175	20,297244861
49,349519889	20,2951455
49,349983833	20,294438417
49,3501725	20,29447425
49,350253028	20,293979
49,350831472	20,294388389
49,351553	20,292815333
49,35108475	20,286460306
49,35088	20,285989028
49,351085694	20,285429
49,350870083	20,284844722
49,351153333	20,282110861
49,351334167	20,282112194
49,351673722	20,279735528
49,351247917	20,279284833
